x,y,z,marker
6.662,-17.722,-34.973,0
6.825,-76.609,-35.391,1
-8.896,3.276,-28.541,2
-6.307,-97.755,-55.409,3
6.677,-17.71,-34.967,0
6.83,-76.598,-35.392,1
-8.888,3.27,-28.546,2
-6.301,-97.754,-55.411,3
6.691,-17.719,-34.956,0
6.823,-76.6,-35.403,1
-8.884,3.272,-28.55,2
-6.304,-97.751,-55.416,3
6.682,-17.724,-34.959,0
6.812,-76.581,-35.408,1
-8.882,3.271,-28.554,2
-6.299,-97.751,-55.419,3
6.673,-17.726,-34.962,0
6.807,-76.576,-35.417,1
-8.864,3.269,-28.555,2
-6.297,-97.75,-55.422,3
6.657,-17.724,-34.966,0
6.786,-76.573,-35.418,1
-8.879,3.275,-28.555,2
-6.291,-97.754,-55.425,3
6.653,-17.723,-34.966,0
6.804,-76.573,-35.412,1
-8.869,3.278,-28.555,2
-6.285,-97.761,-55.427,3
6.648,-17.724,-34.966,0
6.813,-76.578,-35.418,1
-8.857,3.273,-28.561,2
-6.283,-97.759,-55.428,3
6.638,-17.722,-34.969,0
6.829,-76.574,-35.422,1
-8.832,3.267,-28.569,2
-6.286,-97.755,-55.429,3
6.633,-17.725,-34.963,0
6.83,-76.586,-35.418,1
-8.799,3.259,-28.581,2
-6.287,-97.757,-55.43,3
6.625,-17.734,-34.965,0
6.842,-76.59,-35.429,1
-8.81,3.261,-28.58,2
-6.286,-97.76,-55.429,3
6.628,-17.734,-34.971,0
6.835,-76.59,-35.434,1
-8.813,3.264,-28.581,2
-6.284,-97.763,-55.428,3
6.624,-17.725,-34.977,0
6.833,-76.588,-35.451,1
-8.798,3.267,-28.582,2
-6.284,-97.763,-55.428,3
6.625,-17.723,-34.972,0
6.833,-76.586,-35.466,1
-8.776,3.273,-28.584,2
-6.28,-97.764,-55.427,3
6.631,-17.724,-34.969,0
6.841,-76.579,-35.466,1
-8.788,3.284,-28.585,2
-6.279,-97.763,-55.427,3
6.64,-17.725,-34.967,0
6.827,-76.573,-35.463,1
-8.782,3.284,-28.587,2
-6.281,-97.763,-55.427,3
6.637,-17.728,-34.965,0
6.82,-76.572,-35.468,1
-8.78,3.282,-28.585,2
-6.28,-97.764,-55.427,3
6.64,-17.731,-34.958,0
6.826,-76.574,-35.466,1
-8.772,3.279,-28.586,2
-6.282,-97.767,-55.427,3
6.635,-17.731,-34.96,0
6.834,-76.577,-35.47,1
-8.768,3.285,-28.59,2
-6.282,-97.767,-55.427,3
6.639,-17.738,-34.954,0
6.827,-76.589,-35.48,1
-8.768,3.297,-28.589,2
-6.283,-97.766,-55.427,3
6.632,-17.737,-34.942,0
6.82,-76.588,-35.485,1
-8.779,3.298,-28.593,2
-6.282,-97.765,-55.425,3
6.627,-17.739,-34.926,0
6.817,-76.586,-35.488,1
-8.783,3.299,-28.593,2
-6.283,-97.765,-55.424,3
6.624,-17.741,-34.924,0
6.816,-76.587,-35.494,1
-8.787,3.297,-28.596,2
-6.282,-97.767,-55.422,3
6.632,-17.75,-34.931,0
6.837,-76.586,-35.491,1
-8.776,3.296,-28.598,2
-6.283,-97.766,-55.42,3
6.642,-17.749,-34.927,0
6.844,-76.581,-35.495,1
-8.8,3.298,-28.598,2
-6.282,-97.766,-55.417,3
6.644,-17.754,-34.924,0
6.856,-76.587,-35.496,1
-8.798,3.297,-28.601,2
-6.284,-97.768,-55.415,3
6.647,-17.76,-34.923,0
6.841,-76.588,-35.498,1
-8.808,3.297,-28.604,2
-6.287,-97.766,-55.412,3
6.647,-17.771,-34.908,0
6.844,-76.586,-35.499,1
-8.812,3.293,-28.606,2
-6.285,-97.767,-55.408,3
6.654,-17.768,-34.907,0
6.868,-76.587,-35.501,1
-8.812,3.291,-28.609,2
-6.287,-97.767,-55.409,3
6.672,-17.766,-34.899,0
6.876,-76.578,-35.487,1
-8.814,3.291,-28.612,2
-6.288,-97.763,-55.406,3
6.663,-17.77,-34.892,0
6.881,-76.574,-35.491,1
-8.796,3.286,-28.618,2
-6.283,-97.759,-55.399,3
6.672,-17.771,-34.888,0
6.882,-76.573,-35.491,1
-8.798,3.28,-28.624,2
-6.28,-97.761,-55.394,3
6.684,-17.759,-34.889,0
6.891,-76.574,-35.498,1
-8.812,3.278,-28.627,2
-6.278,-97.766,-55.39,3
6.683,-17.756,-34.889,0
6.892,-76.577,-35.496,1
-8.807,3.28,-28.634,2
-6.276,-97.762,-55.387,3
6.687,-17.761,-34.883,0
6.913,-76.584,-35.487,1
-8.821,3.28,-28.638,2
-6.278,-97.763,-55.385,3
6.693,-17.764,-34.891,0
6.919,-76.573,-35.497,1
-8.798,3.28,-28.648,2
-6.28,-97.757,-55.382,3
6.692,-17.764,-34.896,0
6.91,-76.571,-35.494,1
-8.767,3.28,-28.657,2
-6.279,-97.755,-55.381,3
6.686,-17.761,-34.896,0
6.919,-76.566,-35.486,1
-8.747,3.279,-28.671,2
-6.279,-97.755,-55.381,3
6.696,-17.757,-34.887,0
6.918,-76.563,-35.482,1
-8.759,3.285,-28.672,2
-6.279,-97.758,-55.381,3
6.701,-17.762,-34.888,0
6.926,-76.563,-35.473,1
-8.747,3.293,-28.674,2
-6.279,-97.759,-55.38,3
6.702,-17.759,-34.886,0
6.927,-76.568,-35.474,1
-8.758,3.295,-28.67,2
-6.28,-97.756,-55.38,3
6.703,-17.759,-34.881,0
6.92,-76.576,-35.478,1
-8.759,3.295,-28.669,2
-6.28,-97.754,-55.379,3
6.705,-17.757,-34.878,0
6.91,-76.58,-35.469,1
-8.76,3.291,-28.668,2
-6.28,-97.755,-55.38,3
6.709,-17.757,-34.87,0
6.919,-76.587,-35.469,1
-8.782,3.297,-28.664,2
-6.28,-97.756,-55.38,3
6.716,-17.755,-34.875,0
6.917,-76.582,-35.461,1
-8.807,3.299,-28.663,2
-6.279,-97.757,-55.38,3
6.717,-17.76,-34.869,0
6.903,-76.578,-35.459,1
-8.817,3.302,-28.667,2
-6.28,-97.757,-55.382,3
6.732,-17.759,-34.859,0
6.899,-76.578,-35.45,1
-8.811,3.301,-28.673,2
-6.281,-97.755,-55.383,3
6.753,-17.757,-34.847,0
6.911,-76.577,-35.452,1
-8.834,3.3,-28.68,2
-6.282,-97.755,-55.385,3
6.754,-17.76,-34.849,0
6.925,-76.577,-35.453,1
-8.851,3.299,-28.68,2
-6.284,-97.756,-55.385,3
6.753,-17.768,-34.857,0
6.921,-76.573,-35.452,1
-8.904,3.311,-28.67,2
-6.286,-97.757,-55.387,3
6.747,-17.768,-34.851,0
6.912,-76.571,-35.458,1
-8.877,3.306,-28.676,2
-6.288,-97.757,-55.388,3
6.744,-17.773,-34.854,0
6.915,-76.573,-35.448,1
-8.869,3.305,-28.683,2
-6.289,-97.76,-55.39,3
6.741,-17.774,-34.858,0
6.92,-76.574,-35.451,1
-8.878,3.307,-28.687,2
-6.291,-97.759,-55.391,3
6.737,-17.777,-34.864,0
6.925,-76.569,-35.454,1
-8.866,3.302,-28.693,2
-6.293,-97.76,-55.391,3
6.734,-17.785,-34.867,0
6.912,-76.554,-35.454,1
-8.868,3.302,-28.695,2
-6.3,-97.764,-55.39,3
6.734,-17.783,-34.872,0
6.87,-76.54,-35.467,1
-8.866,3.303,-28.698,2
-6.304,-97.763,-55.388,3
6.737,-17.786,-34.878,0
6.825,-76.521,-35.459,1
-8.864,3.307,-28.706,2
-6.305,-97.765,-55.386,3
6.736,-17.781,-34.871,0
6.803,-76.514,-35.463,1
-8.853,3.308,-28.71,2
-6.307,-97.769,-55.383,3
6.749,-17.784,-34.876,0
6.804,-76.516,-35.469,1
-8.846,3.307,-28.715,2
-6.313,-97.768,-55.38,3
6.751,-17.79,-34.874,0
6.824,-76.52,-35.469,1
-8.832,3.301,-28.722,2
-6.318,-97.776,-55.378,3
6.754,-17.787,-34.873,0
6.84,-76.517,-35.478,1
-8.839,3.303,-28.724,2
-6.319,-97.775,-55.37,3
6.749,-17.784,-34.878,0
6.839,-76.515,-35.486,1
-8.812,3.304,-28.734,2
-6.315,-97.779,-55.363,3
6.745,-17.776,-34.879,0
6.835,-76.51,-35.493,1
-8.817,3.308,-28.737,2
-6.319,-97.777,-55.358,3
6.747,-17.772,-34.879,0
6.837,-76.487,-35.498,1
-8.829,3.309,-28.741,2
-6.32,-97.775,-55.353,3
6.738,-17.768,-34.871,0
6.831,-76.453,-35.513,1
-8.84,3.311,-28.74,2
-6.319,-97.778,-55.348,3
6.738,-17.779,-34.864,0
6.827,-76.433,-35.548,1
-8.861,3.308,-28.737,2
-6.32,-97.779,-55.343,3
6.732,-17.774,-34.859,0
6.823,-76.403,-35.587,1
-8.864,3.307,-28.733,2
-6.319,-97.779,-55.339,3
6.725,-17.772,-34.867,0
6.861,-76.352,-35.627,1
-8.856,3.301,-28.734,2
-6.317,-97.783,-55.335,3
6.717,-17.768,-34.87,0
6.8,-76.286,-35.706,1
-8.855,3.302,-28.733,2
-6.317,-97.785,-55.332,3
6.719,-17.77,-34.87,0
6.824,-76.262,-35.753,1
-8.869,3.307,-28.732,2
-6.316,-97.787,-55.328,3
6.727,-17.774,-34.873,0
6.89,-76.228,-35.832,1
-8.881,3.307,-28.733,2
-6.309,-97.789,-55.324,3
6.734,-17.772,-34.865,0
6.918,-76.151,-35.913,1
-8.883,3.305,-28.736,2
-6.309,-97.784,-55.323,3
6.734,-17.769,-34.868,0
6.915,-76.067,-35.986,1
-8.903,3.313,-28.734,2
-6.309,-97.78,-55.319,3
6.734,-17.77,-34.868,0
6.933,-76.01,-36.044,1
-8.917,3.312,-28.74,2
-6.308,-97.781,-55.316,3
6.735,-17.773,-34.864,0
6.913,-75.945,-36.147,1
-8.95,3.315,-28.739,2
-6.305,-97.783,-55.312,3
6.739,-17.774,-34.864,0
7.052,-75.857,-36.234,1
-8.941,3.314,-28.744,2
-6.308,-97.784,-55.314,3
6.735,-17.778,-34.87,0
7.129,-75.797,-36.351,1
-8.95,3.309,-28.748,2
-6.311,-97.784,-55.314,3
6.722,-17.783,-34.88,0
7.144,-75.681,-36.482,1
-8.94,3.302,-28.754,2
-6.314,-97.786,-55.314,3
6.718,-17.782,-34.887,0
7.165,-75.631,-36.58,1
-8.944,3.298,-28.756,2
-6.318,-97.789,-55.313,3
6.728,-17.781,-34.886,0
7.234,-75.558,-36.657,1
-8.935,3.298,-28.76,2
-6.322,-97.791,-55.312,3
6.722,-17.78,-34.889,0
7.304,-75.482,-36.863,1
-8.933,3.289,-28.762,2
-6.324,-97.791,-55.308,3
6.72,-17.78,-34.886,0
7.374,-75.429,-37.064,1
-8.921,3.282,-28.768,2
-6.325,-97.799,-55.305,3
6.715,-17.777,-34.891,0
7.469,-75.313,-37.218,1
-8.922,3.283,-28.769,2
-6.331,-97.797,-55.301,3
6.703,-17.781,-34.895,0
7.555,-75.239,-37.366,1
-8.88,3.276,-28.782,2
-6.329,-97.801,-55.295,3
6.69,-17.788,-34.894,0
7.632,-75.177,-37.498,1
-8.861,3.268,-28.792,2
-6.332,-97.8,-55.292,3
6.686,-17.797,-34.887,0
7.735,-75.043,-37.729,1
-8.855,3.256,-28.8,2
-6.335,-97.804,-55.287,3
6.694,-17.796,-34.878,0
7.78,-74.947,-37.859,1
-8.872,3.256,-28.803,2
-6.336,-97.805,-55.283,3
